sp,pi,n
Megapallifera-mutabilis-COI,0,3
Meghimatium-pictum-COI,0,4
Pallifera-dorsalis-COI,0.0765079365079365,5
Philomycus-carolinianus-COI,0.100345577883015,13
Philomycus-togatus-COI,0.024455077086656,6
Dentellaria-okeniana-COII,0.0225763612217795,3
Allogona-lombardii-COI,0,4
Allogona-profunda-COI,0.00436681222707424,5
Inflectarius-inflectus-COI,0.0723897911832947,6
Mesodon-thyroidus-COI,0.00292364136665902,8
Neohelix-albolabris-COI,0.0930232558139535,5
Praticolella-berlandieriana-COI,0.0980991174473863,4
Praticolella-candida-COI,0.107910750507099,5
Praticolella-flavescens-COI,0.160425531914894,5
Praticolella-griseola-COI,NA,14
Praticolella-mexicana-COI,0.050907029478458,21
Praticolella-pachyloma-COI,0.119205298013245,3
Praticolella-taeniata-COI,0.0421276595744681,5
Triodopsis-vulgata-COI,0.00595660190043965,11
Paralaoma-servilis-COI,0,6
Punctum-minutissimum-COI,0.00571153316818057,8
Punctum-pygmaeum-COI,0,3
Punctum-randolphii-COI,0.0344287949921753,13
Pupilla-alpicola-COI,0.012637828668363,9
Pupilla-alpicola-CYTB,0.00683760683760684,10
Pupilla-blandii-COI,0.0172846237731734,8
Pupilla-blandii-CYTB,0.00848806366047745,5
Pupilla-hebes-COI,0.0309094551282051,13
Pupilla-hebes-CYTB,0.0367952118615249,13
Pupilla-hudsoniana-COI,0.0354230377166157,4
Pupilla-muscorum-COI,0.0195572748764238,9
Pupilla-muscorum-CYTB,0.0145888594164456,4
Pupilla-sterrii-COI,0.0781679389312977,6
Pupilla-sterrii-CYTB,0.0811671087533156,5
Pupilla-syngenes-COI,0.0132315521628499,3
Pupilla-syngenes-CYTB,0.0123784261715296,3
Pupilla-triplicata-COI,0.0125388980413692,9
Pupilla-triplicata-CYTB,0.0256410256410256,9
Pupilla-turcmenica-COI,0.0491603053435114,6
Pupilla-turcmenica-CYTB,0.0482758620689655,5
Pupoides-albilabris-COI,0,4
Pyramidula-cephalonica-COI,0.0142493638676845,4
Pyramidula-pusilla-COI,0.0162949580033023,88
Pyramidula-saxatilis-COI,0.00519761006076404,165
Strobilops-labyrinthicus-COI,0.012501319818393,22
Megalobulimus-abbreviatus-COI,0.0118066157760814,10
Megalobulimus-abbreviatus-CYTB,0.0156971375807941,9
Megalobulimus-sanctipauli-COI,0.000610687022900763,5
Megalobulimus-sanctipauli-CYTB,0.00870597546497824,7
Strophocheilus-oblongus-COI,0.017928026172301,21
Strophocheilus-oblongus-CYTB,0.0239546234006068,21
Mediappendix-avara-COI,0.0893454184515725,17
Omalonyx-convexus-COI,0.0101177481434721,19
Omalonyx-unguis-COI,0.0309467192766992,71
Oxyloma-retusa-COI,0.0791578947368421,5
Oxyloma-verrilli-COI,0,53
Succinea-ovalis-COI,0.113326025681178,32
Succinea-putris-COI,0.00867431549734322,201
Testacella-haliotidea-COI,0,3
Discus-catskillensis-COI,0.00435219283562102,29
Columella-edentula-COI,0.0095340075351973,41
Columella-simplex-COI,0.00331491712707182,15
Pleurostemma-perplicata-COI,0.0396761133603239,4
Tenuistemma-lateralis-COI,0.00371549893842888,4
Vallonia-costata-COI,0.00238992554462726,23
Vallonia-gracilicosta-COI,0.000397614314115308,10
Vallonia-parvula-COI,0,6
Vallonia-pulchella-COI,0.0888888888888889,6
Zoogenetes-harpa-COI,0.00140792540792541,45
Nearctula-rowelli-CYTB,0.0540767134772584,14
Sterkia-calamitosa-CYTB,0.0127157129881926,3
Sterkia-clementina-CYTB,0.00136239782016349,4
Sterkia-hemphilli-CYTB,0.00862851952770209,4
Vertigo-alabamensis-CYTB,0.00944595821980018,6
Vertigo-alpestris-CYTB,0.059763851044505,6
Vertigo-angustior-CYTB,0.0136239782016349,4
Vertigo-antivertigo-CYTB,0.00272479564032698,4
Vertigo-arizonensis-COI,0.00458015267175573,5
Vertigo-arizonensis-CYTB,0.00544959128065395,3
Vertigo-arthuri-COI,0.00481234303430892,54
Vertigo-arthuri-CYTB,0.00900008256956486,12
Vertigo-bollesiana-COI,0.0763848396501458,5
Vertigo-bollesiana-CYTB,0.00908265213442325,4
Vertigo-botanicorum-CYTB,0.0299727520435967,8
Vertigo-californica-CYTB,0.03905540417802,10
Vertigo-chiricahuensis-CYTB,0.0508628519527702,4
Vertigo-circumlabiata-CYTB,0.0177111716621253,4
Vertigo-clappi-CYTB,0.00381471389645777,5
Vertigo-coloradensis-COI,0.015864294435723,21
Vertigo-coloradensis-CYTB,0.0444141689373297,5
Vertigo-columbiana-CYTB,0.0174386920980926,5
Vertigo-concinnula-COI,0.0142829569581162,12
Vertigo-concinnula-CYTB,0.00508628519527702,6
Vertigo-cristata-COI,0.0105339445830243,14
Vertigo-cristata-CYTB,0.0108991825613079,3
Vertigo-dedecora-CYTB,0.067574931880109,5
Vertigo-elatior-COI,0.000876424189307625,7
Vertigo-elatior-CYTB,0.0155313351498638,5
Vertigo-eogea-CYTB,0.0105099260412612,8
Vertigo-extima-CYTB,0.0136239782016349,4
Vertigo-genesii-CYTB,0.0316076294277929,5
Vertigo-geyeri-CYTB,0.00326975476839237,5
Vertigo-gouldi-COI,0.028045574057844,21
Vertigo-gouldi-CYTB,0.0153107564551706,7
Vertigo-hannai-COI,0.000821647677475898,8
Vertigo-hannai-CYTB,0.000778513040093422,7
Vertigo-hebardi-CYTB,0,3
Vertigo-inserta-COI,0.00814249363867684,3
Vertigo-inserta-CYTB,0.00544959128065395,5
Vertigo-kushiroensis-CYTB,0.00505325736933366,11
Vertigo-lilljeborgi-CYTB,0.0174386920980926,5
Vertigo-malleata-CYTB,0.0236148955495005,4
Vertigo-meramecensis-COI,0,4
Vertigo-meramecensis-CYTB,0.0383287920072661,6
Vertigo-microsphaera-CYTB,0.0386012715712988,9
Vertigo-milium-CYTB,0.0922534255867589,7
Vertigo-modesta-CYTB,0.0436923371098045,19
Vertigo-morsei-CYTB,0,3
Vertigo-moulinsiana-CYTB,0,5
Vertigo-nitidula-CYTB,0.00408719346049046,4
Vertigo-nylanderi-COI,0.00407124681933842,3
Vertigo-nylanderi-CYTB,0.00681198910081744,4
Vertigo-oralis-CYTB,0.0594913714804723,4
Vertigo-oscariana-CYTB,0.0272479564032698,3
Vertigo-oughtoni-CYTB,0.0036330608537693,3
Vertigo-ovata-CYTB,0.0925457376411055,8
Vertigo-parcedentata-CYTB,0.00272479564032698,4
Vertigo-parvula-CYTB,0.0072661217075386,3
Vertigo-perryi-CYTB,0.0072661217075386,3
Vertigo-pseudosubstriata-CYTB,0.00181653042688465,3
Vertigo-pusilla-CYTB,0.00544959128065395,5
Vertigo-pygmaea-COI,0.0020746887966805,5
Vertigo-pygmaea-CYTB,0.0174386920980926,5
Vertigo-ronnebyensis-CYTB,0.0123663802137917,14
Vertigo-substriata-CYTB,0.0245231607629428,5
Vertigo-teskeyae-CYTB,0.0127157129881926,3
Vertigo-tridentata-CYTB,0.0108991825613079,3
Vertigo-ultimathule-CYTB,0.0116618075801749,3
Vertigo-ventricosa-COI,0.0639241893076249,8
Vitrina-angelicae-COI,0.00384490061909417,11
Vitrina-pellucida-COI,0.00271076172404446,17
Eremarionta-morongoana-COI,0.00101781170483461,4
Helminthoglypta-umbilicata-COI,0.0196946564885496,5
Onchidella-borealis-COI,0.00423724281522627,44
Onchidella-marginata-COI,0.00976190476190476,4
Calliostoma-annulatum-COI,0.00212765957446809,6
Calliostoma-bairdii-COI,0.00101317122593718,3
Calliostoma-canaliculatum-COI,0.00482746290005364,17
Calliostoma-ligatum-COI,0.00110134376331178,50
Calliostoma-zizyphinum-COI,0.0175983436853002,7
Homalopoma-baculum-COI,0,4
Homalopoma-luridum-COI,0.00481185481185481,21
Margarites-costalis-COI,0.00558946353999358,11
Margarites-helicinus-COI,0.00130961475499291,22
Margarites-olivaceus-COI,0.00196686908850698,54
Margarites-pupillus-COI,0.128281440781441,8
Tegula-funebralis-COI,0.00618418030904498,34
Tegula-pulligo-COI,0.00157765233753076,21
Tegula-regina-COI,0.0019873532068654,10
Clelandella-myriamae-COI,0.00101317122593718,3
Gibbula-ardens-COI,0.00446716404163213,12
Gibbula-delgadensis-COI,0.00508130081300813,3
Gibbula-tumida-COI,0.00737059247697546,37
Gibbula-turbinoides-COI,0.00243628711713818,26
Lirularia-succincta-COI,0.00312989045383412,3
Oxystele-impervia-COI,0.00826266579691237,7
Oxystele-sinensis-COI,0.0032979976442874,6
Phorcus-lineatus-COI,0.0063443072702332,10
Steromphala-adansonii-COI,0.00110527770102238,11
Steromphala-cineraria-COI,0.00956423316355405,19
Steromphala-divaricata-COI,0.00799793601651187,12
Steromphala-nebulosa-COI,0.00609819121447028,6
Steromphala-nivosa-COI,0.00164673253596811,9
Steromphala-rarilineata-COI,0.00261735900033772,9
Steromphala-umbilicalis-COI,0.00792079207920792,5
Steromphala-umbilicaris-COI,0.00415845552623668,14
Steromphala-varia-COI,0.011854103343465,5
Bolma-castelinae-COI,0.0228289607484238,12
Bolma-fuscolineata-COI,0.0124161073825503,6
Bolma-henica-COI,0.0452769769509206,59
Bolma-mainbaza-COI,0.00227442207307979,10
Bolma-millegranosa-COI,0.00125838926174497,8
Bolma-minutiradiosa-COI,0.010233055535069,14
Bolma-opaoana-COI,0.00360992475086435,12
Bolma-pseudobathyraphis-COI,0.00679099132556967,23
Bolma-recens-COI,0.0145813358900607,28
Guildfordia-superba-COI,0.00369127516778523,5
Pomaulax-gibberosus-COI,0,12
Acanthochitona-achates-COI,0.0126830616192318,11
Acanthochitona-crinita-COI,0,12
Acanthochitona-defilippii-COI,0.0346504559270517,6
Acanthochitona-hemphilli-COI,0.00282485875706215,4
Acanthochitona-rubrolineata-COI,0.0263424518743668,3
Acanthochitona-viridis-COI,0.0202991452991453,3
Chaetopleura-angulata-COI,0.00202634245187437,3
Chaetopleura-apiculata-COI,0.000798292026362202,19
Lepidozona-interstincta-COI,0.00208312990267877,22
Lepidozona-radians-COI,0.00213573801613669,8
Stenoplax-purpurascens-COI,0.00207684319833853,3
Stenosemus-albus-COI,0,13
Cyanoplax-dentiens-COI,0.00492694529391777,9
Lepidochitona-cinerea-COI,0.000842223469960696,13
Lepidochitona-liozonis-COI,0,3
Cryptochiton-stelleri-COI,0.0101626016260163,3
Dendrochiton-flectens-COI,0.0108175577283129,11
Dendrochiton-thamnoporus-COI,0.0154970760233918,4
Katharina-tunicata-COI,0.00985458782996403,18
Mopalia-acuta-COI,0.0492464114832536,20
Mopalia-ciliata-COI,0.0101351351351351,3
Mopalia-cirrata-COI,0.0112130479102956,3
Mopalia-ferreirai-COI,0.00503190967108493,7
Mopalia-hindsii-COI,0.0156325156325156,7
Mopalia-imporcata-COI,0.0451835956127802,9
Mopalia-kennerleyi-COI,0.0151157777270537,27
Mopalia-lignosa-COI,0.0387565190714797,22
Mopalia-lionota-COI,0.0062953995157385,7
Mopalia-lowei-COI,0.0214285714285714,5
Mopalia-muscosa-COI,0.0136861848660688,12
Mopalia-phorminx-COI,0,4
Mopalia-porifera-COI,0.0479432624113475,6
Mopalia-retifera-COI,0.0117994100294985,3
Mopalia-seta-COI,0.00434708489601091,8
Mopalia-sinuata-COI,0.0112087912087912,8
Mopalia-spectabilis-COI,0.05,4
Mopalia-swanii-COI,0.00370718462823726,9
Mopalia-vespertina-COI,0.0102564102564103,5
Nuttallochiton-mirandus-COI,0.00940438871473354,5
Placiphorella-atlantica-COI,0.0520786092214664,10
Placiphorella-velata-COI,0.010840108401084,3
Schizoplax-brandtii-COI,0.0100660585089651,34
Boreochiton-ruber-COI,0.0131748726655348,20
Tonicella-lineata-COI,0.0106964274117985,29
Tonicella-marmorea-COI,0.00281329923273657,120
Tonicella-undocaerulea-COI,0.0102519039250146,9
Leptochiton-asellus-COI,0.0012459980963918,14
Leptochiton-rugatus-COI,0.062992125984252,8
Antalis-entalis-COI,0.022289766970618,3
